Algorytm;Poziom_trudnosci;Czas_ms;Odwiedzone_stany;Przetworzone_stany;Max_glebokosc
DFS;4;643.313;331599;331587;20
A* (Manh);4;0.18;12;5;4
A* (Hamm);4;0.044;12;5;4
BFS;4;0.053;31;13;2
DFS;4;643.263;337250;337236;20
A* (Manh);4;0.104;7;3;2
A* (Hamm);4;0.044;7;3;2
BFS;4;0.006;1;1;0
DFS;4;0.003;1;1;0
A* (Manh);4;0.002;1;1;0
A* (Hamm);4;0.002;1;1;0
BFS;4;0.039;23;10;2
DFS;4;1261.899;652343;652332;20
A* (Manh);4;0.237;6;3;2
A* (Hamm);4;0.027;6;3;2
BFS;4;0.249;152;73;4
DFS;4;634.964;331599;331587;20
A* (Manh);4;0.102;12;5;4
A* (Hamm);4;0.042;12;5;4
BFS;4;0.04;23;10;2
DFS;4;1323.341;652343;652332;20
A* (Manh);4;0.243;6;3;2
A* (Hamm);4;0.027;6;3;2
BFS;4;0.187;116;54;4
DFS;4;568.322;292427;292416;20
A* (Manh);4;0.097;11;5;4
A* (Hamm);4;0.041;11;5;4
BFS;4;0.199;121;56;4
DFS;4;596.826;309713;309701;20
A* (Manh);4;0.092;9;5;4
A* (Hamm);4;0.035;9;5;4
BFS;4;0.172;103;48;4
DFS;4;457.766;235743;235730;20
A* (Manh);4;0.181;12;5;4
A* (Hamm);4;0.044;12;5;4
BFS;4;0.058;34;15;2
DFS;4;699.746;353115;353103;20
A* (Manh);4;0.139;7;3;2
A* (Hamm);4;0.027;7;3;2
BFS;4;0.181;114;53;4
DFS;4;258.666;138929;138914;20
A* (Manh);4;0.1;12;5;4
A* (Hamm);4;0.042;12;5;4
BFS;4;0.113;23;10;2
DFS;4;1267.109;652343;652332;20
A* (Manh);4;0.242;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.006;1;1;0
DFS;4;0.003;1;1;0
A* (Manh);4;0.002;1;1;0
A* (Hamm);4;0.002;1;1;0
BFS;4;0.051;31;13;2
DFS;4;643.553;337250;337236;20
A* (Manh);4;0.063;7;3;2
A* (Hamm);4;0.025;7;3;2
BFS;4;0.006;1;1;0
DFS;4;0.003;1;1;0
A* (Manh);4;0.002;1;1;0
A* (Hamm);4;0.002;1;1;0
BFS;4;0.05;31;13;2
DFS;4;641.549;337250;337236;20
A* (Manh);4;0.063;7;3;2
A* (Hamm);4;0.026;7;3;2
BFS;4;0.061;34;15;2
DFS;4;676.154;353115;353103;20
A* (Manh);4;0.063;7;3;2
A* (Hamm);4;0.026;7;3;2
BFS;4;0.226;143;68;4
DFS;4;26.935;14999;14980;20
A* (Manh);4;0.176;13;5;4
A* (Hamm);4;0.045;13;5;4
BFS;4;0.038;23;10;2
DFS;4;1742.838;870523;870515;20
A* (Manh);4;0.348;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.193;121;56;4
DFS;4;609.003;309713;309701;20
A* (Manh);4;0.081;9;5;4
A* (Hamm);4;0.034;9;5;4
BFS;4;0.006;1;1;0
DFS;4;0.003;1;1;0
A* (Manh);4;0.002;1;1;0
A* (Hamm);4;0.002;1;1;0
BFS;4;0.055;34;15;2
DFS;4;704.829;353115;353103;20
A* (Manh);4;0.068;7;3;2
A* (Hamm);4;0.027;7;3;2
BFS;4;0.043;23;10;2
DFS;4;1821.391;870523;870515;20
A* (Manh);4;0.477;6;3;2
A* (Hamm);4;0.027;6;3;2
BFS;4;0.203;121;56;4
DFS;4;610.55;309713;309701;20
A* (Manh);4;0.137;9;5;4
A* (Hamm);4;0.035;9;5;4
BFS;4;0.141;84;39;4
DFS;4;138.05;74864;74848;20
A* (Manh);4;0.306;12;5;4
A* (Hamm);4;0.044;12;5;4
BFS;4;0.056;34;15;2
DFS;4;697.717;353115;353103;20
A* (Manh);4;0.064;7;3;2
A* (Hamm);4;0.026;7;3;2
BFS;4;0.053;31;13;2
DFS;4;641.867;337250;337236;20
A* (Manh);4;0.064;7;3;2
A* (Hamm);4;0.025;7;3;2
BFS;4;0.053;31;13;2
DFS;4;648.272;337250;337236;20
A* (Manh);4;0.065;7;3;2
A* (Hamm);4;0.027;7;3;2
BFS;4;0.042;23;10;2
DFS;4;1724.444;870523;870515;20
A* (Manh);4;0.389;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.054;31;13;2
DFS;4;642.766;337250;337236;20
A* (Manh);4;0.064;7;3;2
A* (Hamm);4;0.025;7;3;2
BFS;4;0.234;146;70;4
DFS;4;26.875;15001;14983;20
A* (Manh);4;0.098;13;5;4
A* (Hamm);4;0.043;13;5;4
BFS;4;0.144;96;44;4
DFS;4;647.665;337611;337598;20
A* (Manh);4;0.101;12;5;4
A* (Hamm);4;0.042;12;5;4
BFS;4;0.051;31;13;2
DFS;4;638.823;337250;337236;20
A* (Manh);4;0.063;7;3;2
A* (Hamm);4;0.026;7;3;2
BFS;4;0.041;23;10;2
DFS;4;1264.455;652343;652332;20
A* (Manh);4;0.24;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.161;99;46;4
DFS;4;682.812;355122;355110;20
A* (Manh);4;0.101;12;5;4
A* (Hamm);4;0.042;12;5;4
BFS;4;0.041;23;10;2
DFS;4;1730.358;870523;870515;20
A* (Manh);4;0.385;6;3;2
A* (Hamm);4;0.027;6;3;2
BFS;4;0.042;23;10;2
DFS;4;1719.707;870523;870515;20
A* (Manh);4;0.41;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.055;23;10;2
DFS;4;1784.154;870523;870515;20
A* (Manh);4;0.384;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.164;97;48;4
DFS;4;66.389;36497;36479;20
A* (Manh);4;0.096;12;5;4
A* (Hamm);4;0.041;12;5;4
BFS;4;0.155;99;46;4
DFS;4;681.203;355122;355110;20
A* (Manh);4;0.105;12;5;4
A* (Hamm);4;0.042;12;5;4
BFS;4;0.04;23;10;2
DFS;4;1725.465;870523;870515;20
A* (Manh);4;0.411;6;3;2
A* (Hamm);4;0.025;6;3;2
BFS;4;0.006;1;1;0
DFS;4;0.003;1;1;0
A* (Manh);4;0.002;1;1;0
A* (Hamm);4;0.002;1;1;0
BFS;4;0.04;23;10;2
DFS;4;1734.389;870523;870515;20
A* (Manh);4;0.404;6;3;2
A* (Hamm);4;0.026;6;3;2
BFS;4;0.108;67;29;4
DFS;4;417.017;216548;216540;20
A* (Manh);4;0.085;10;5;4
A* (Hamm);4;0.045;12;6;4
BFS;4;0.173;109;51;4
DFS;4;571.342;298622;298611;20
A* (Manh);4;0.096;11;5;4
A* (Hamm);4;0.039;11;5;4
BFS;4;0.051;31;13;2
DFS;4;644.717;337250;337236;20
A* (Manh);4;0.065;7;3;2
A* (Hamm);4;0.079;7;3;2
BFS;4;0.057;34;15;2
DFS;4;668.018;353115;353103;20
A* (Manh);4;0.107;7;3;2
A* (Hamm);4;0.026;7;3;2
BFS;4;0.144;87;41;4
DFS;4;143.542;77670;77655;20
A* (Manh);4;0.097;12;5;4
A* (Hamm);4;0.041;12;5;4
BFS;4;0.055;34;15;2
DFS;4;676.716;353115;353103;20
A* (Manh);4;0.143;7;3;2
A* (Hamm);4;0.027;7;3;2
BFS;4;0.244;152;73;4
DFS;4;634.828;331599;331587;20
A* (Manh);4;0.104;12;5;4
A* (Hamm);4;0.042;12;5;4
BFS;5;0.414;264;126;5
DFS;5;261.562;140444;140430;20
A* (Manh);5;0.18;15;6;5
A* (Hamm);5;0.053;15;6;5
BFS;5;0.019;9;4;1
DFS;5;8917.534;4216280;4216280;20
A* (Manh);5;0.044;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.118;66;32;3
DFS;5;349.795;156007;155993;20
A* (Manh);5;0.093;10;4;3
A* (Hamm);5;0.035;10;4;3
BFS;5;0.019;9;4;1
DFS;5;9517.849;4224796;4224796;20
A* (Manh);5;0.049;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.247;148;68;5
DFS;5;1354.714;662323;662313;20
A* (Manh);5;0.12;13;6;5
A* (Hamm);5;0.048;13;6;5
BFS;5;0.019;9;4;1
DFS;5;8705.075;4224796;4224796;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.124;72;35;3
DFS;5;1347.035;689855;689841;20
A* (Manh);5;0.165;10;4;3
A* (Hamm);5;0.036;10;4;3
BFS;5;0.083;50;22;3
DFS;5;852.114;431401;431393;20
A* (Manh);5;0.078;9;4;3
A* (Hamm);5;0.034;9;4;3
BFS;5;0.11;66;32;3
DFS;5;293.703;156007;155993;20
A* (Manh);5;0.082;10;4;3
A* (Hamm);5;0.034;10;4;3
BFS;5;0.109;66;32;3
DFS;5;294.366;156007;155993;20
A* (Manh);5;0.082;10;4;3
A* (Hamm);5;0.034;10;4;3
BFS;5;0.336;217;102;5
DFS;5;549.37;280048;280035;20
A* (Manh);5;0.124;14;6;5
A* (Hamm);5;0.05;14;6;5
BFS;5;0.291;179;85;5
DFS;5;1406.626;704556;704545;20
A* (Manh);5;0.342;13;6;5
A* (Hamm);5;0.05;13;6;5
BFS;5;0.125;72;35;3
DFS;5;1373.61;689855;689841;20
A* (Manh);5;0.14;10;4;3
A* (Hamm);5;0.035;10;4;3
BFS;5;0.398;255;122;5
DFS;5;1212.334;615722;615711;20
A* (Manh);5;0.226;11;6;5
A* (Hamm);5;0.043;11;6;5
BFS;5;0.082;50;22;3
DFS;5;857.672;431401;431393;20
A* (Manh);5;0.079;9;4;3
A* (Hamm);5;0.033;9;4;3
BFS;5;0.073;9;4;1
DFS;5;9043.73;4224796;4224796;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.022;9;4;1
DFS;5;8695.158;4224796;4224796;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.069;40;17;3
DFS;5;3439.086;1670674;1670665;20
A* (Manh);5;0.071;7;4;3
A* (Hamm);5;0.028;7;4;3
BFS;5;0.113;66;32;3
DFS;5;294.155;156007;155993;20
A* (Manh);5;0.086;10;4;3
A* (Hamm);5;0.034;10;4;3
BFS;5;0.095;9;4;1
DFS;5;8870.351;4216280;4216280;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.068;40;17;3
DFS;5;3485.141;1681834;1681827;20
A* (Manh);5;0.382;7;4;3
A* (Hamm);5;0.033;7;4;3
BFS;5;0.019;9;4;1
DFS;5;8819.297;4224796;4224796;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.086;50;22;3
DFS;5;848.162;431401;431393;20
A* (Manh);5;0.141;9;4;3
A* (Hamm);5;0.056;9;4;3
BFS;5;0.21;135;61;5
DFS;5;136.061;73947;73933;20
A* (Manh);5;0.101;12;6;5
A* (Hamm);5;0.043;12;6;5
BFS;5;0.121;72;35;3
DFS;5;1344.572;689855;689841;20
A* (Manh);5;0.165;10;4;3
A* (Hamm);5;0.036;10;4;3
BFS;5;0.019;9;4;1
DFS;5;8691.018;4216280;4216280;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.021;9;4;1
DFS;5;8897.074;4224796;4224796;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.069;40;17;3
DFS;5;3436.164;1681834;1681827;20
A* (Manh);5;0.384;7;4;3
A* (Hamm);5;0.029;7;4;3
BFS;5;0.107;63;30;3
DFS;5;285.123;150490;150475;20
A* (Manh);5;0.086;10;4;3
A* (Hamm);5;0.035;10;4;3
BFS;5;0.019;9;4;1
DFS;5;9021.111;4224796;4224796;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.102;59;28;3
DFS;5;136.265;73949;73933;20
A* (Manh);5;0.079;9;4;3
A* (Hamm);5;0.033;9;4;3
BFS;5;0.118;72;35;3
DFS;5;1352.667;689855;689841;20
A* (Manh);5;0.164;10;4;3
A* (Hamm);5;0.037;10;4;3
BFS;5;0.019;9;4;1
DFS;5;8907.522;4216280;4216280;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.332;207;98;5
DFS;5;161.807;87602;87587;20
A* (Manh);5;0.125;16;6;5
A* (Hamm);5;0.053;16;6;5
BFS;5;0.351;179;83;5
DFS;5;263.383;138237;138224;20
A* (Manh);5;0.113;13;6;5
A* (Hamm);5;0.046;13;6;5
BFS;5;0.377;240;113;5
DFS;5;1420.957;727496;727483;20
A* (Manh);5;0.18;15;6;5
A* (Hamm);5;0.055;15;6;5
BFS;5;0.019;9;4;1
DFS;5;8634.736;4216280;4216280;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.123;72;35;3
DFS;5;319.063;169889;169875;20
A* (Manh);5;0.075;9;4;3
A* (Hamm);5;0.032;9;4;3
BFS;5;0.117;72;35;3
DFS;5;1408.599;689855;689841;20
A* (Manh);5;0.165;10;4;3
A* (Hamm);5;0.036;10;4;3
BFS;5;0.065;40;17;3
DFS;5;3410.031;1681834;1681827;20
A* (Manh);5;0.435;7;4;3
A* (Hamm);5;0.034;7;4;3
BFS;5;0.073;9;4;1
DFS;5;8852.141;4216280;4216280;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.02;9;4;1
DFS;5;8807.542;4216280;4216280;20
A* (Manh);5;0.042;4;2;1
A* (Hamm);5;0.016;4;2;1
BFS;5;0.123;72;35;3
DFS;5;334.901;169889;169875;20
A* (Manh);5;0.078;9;4;3
A* (Hamm);5;0.033;9;4;3
BFS;5;0.019;9;4;1
DFS;5;8965.658;4216280;4216280;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.117;66;32;3
DFS;5;295.136;156007;155993;20
A* (Manh);5;0.083;10;4;3
A* (Hamm);5;0.035;10;4;3
BFS;5;0.064;40;17;3
DFS;5;3406.407;1670674;1670665;20
A* (Manh);5;0.072;7;4;3
A* (Hamm);5;0.028;7;4;3
BFS;5;0.403;255;122;5
DFS;5;1199.796;615722;615711;20
A* (Manh);5;0.099;11;6;5
A* (Hamm);5;0.041;11;6;5
BFS;5;0.417;264;126;5
DFS;5;262.607;140444;140430;20
A* (Manh);5;0.202;15;6;5
A* (Hamm);5;0.053;15;6;5
BFS;5;0.369;240;113;5
DFS;5;242.42;128126;128112;20
A* (Manh);5;0.115;12;6;5
A* (Hamm);5;0.045;12;6;5
BFS;5;0.07;40;18;3
DFS;5;338.657;168649;168634;20
A* (Manh);5;0.084;9;4;3
A* (Hamm);5;0.033;9;4;3
BFS;5;0.356;217;105;5
DFS;5;346.975;173889;173874;20
A* (Manh);5;0.29;15;7;5
A* (Hamm);5;0.067;18;8;5
BFS;5;0.32;204;96;5
DFS;5;164.927;87580;87564;20
A* (Manh);5;0.18;16;6;5
A* (Hamm);5;0.054;16;6;5
BFS;5;0.12;72;35;3
DFS;5;1435.598;689855;689841;20
A* (Manh);5;0.093;10;4;3
A* (Hamm);5;0.034;10;4;3
BFS;5;0.019;9;4;1
DFS;5;8720.684;4216280;4216280;20
A* (Manh);5;0.06;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.084;40;17;3
DFS;5;3383.647;1670674;1670665;20
A* (Manh);5;0.076;7;4;3
A* (Hamm);5;0.031;7;4;3
BFS;5;0.123;72;35;3
DFS;5;1366.485;689855;689841;20
A* (Manh);5;0.088;10;4;3
A* (Hamm);5;0.034;10;4;3
BFS;5;0.067;40;18;3
DFS;5;343.842;168649;168634;20
A* (Manh);5;0.077;9;4;3
A* (Hamm);5;0.032;9;4;3
BFS;5;0.093;9;4;1
DFS;5;8682.034;4216280;4216280;20
A* (Manh);5;0.043;4;2;1
A* (Hamm);5;0.017;4;2;1
BFS;5;0.088;50;22;3
DFS;5;874.231;431401;431393;20
A* (Manh);5;0.081;9;4;3
A* (Hamm);5;0.032;9;4;3
BFS;6;0.058;34;15;2
DFS;6;681.464;353115;353103;20
A* (Manh);6;0.062;7;3;2
A* (Hamm);6;0.025;7;3;2
BFS;6;0.772;496;234;6
DFS;6;221.492;119089;119075;20
A* (Manh);6;0.184;15;7;6
A* (Hamm);6;0.055;15;7;6
BFS;6;0.183;116;54;4
DFS;6;557.517;292427;292416;20
A* (Manh);6;0.095;11;5;4
A* (Hamm);6;0.04;11;5;4
BFS;6;0.189;121;56;4
DFS;6;590.806;309713;309701;20
A* (Manh);6;0.081;9;5;4
A* (Hamm);6;0.034;9;5;4
BFS;6;0.199;122;61;4
DFS;6;612.761;323653;323638;20
A* (Manh);6;0.149;12;5;4
A* (Hamm);6;0.043;12;5;4
BFS;6;0.23;146;70;4
DFS;6;27.189;15001;14983;20
A* (Manh);6;0.098;13;5;4
A* (Hamm);6;0.043;13;5;4
BFS;6;0.159;103;48;4
DFS;6;483.268;235743;235730;20
A* (Manh);6;0.104;12;5;4
A* (Hamm);6;0.042;12;5;4
BFS;6;0.057;34;15;2
DFS;6;677.017;353115;353103;20
A* (Manh);6;0.063;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.042;23;10;2
DFS;6;1717.224;870523;870515;20
A* (Manh);6;0.385;6;3;2
A* (Hamm);6;0.026;6;3;2
BFS;6;0.059;34;15;2
DFS;6;677.573;353115;353103;20
A* (Manh);6;0.062;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.243;152;73;4
DFS;6;648.779;331599;331587;20
A* (Manh);6;0.16;12;5;4
A* (Hamm);6;0.045;12;5;4
BFS;6;0.058;34;15;2
DFS;6;710.795;353115;353103;20
A* (Manh);6;0.073;7;3;2
A* (Hamm);6;0.027;7;3;2
BFS;6;0.17;99;46;4
DFS;6;757.662;355122;355110;20
A* (Manh);6;0.109;12;5;4
A* (Hamm);6;0.042;12;5;4
BFS;6;0.052;31;13;2
DFS;6;701.562;337250;337236;20
A* (Manh);6;0.073;7;3;2
A* (Hamm);6;0.027;7;3;2
BFS;6;0.062;34;15;2
DFS;6;691.224;353115;353103;20
A* (Manh);6;0.065;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.192;121;56;4
DFS;6;597.305;309713;309701;20
A* (Manh);6;0.082;9;5;4
A* (Hamm);6;0.034;9;5;4
BFS;6;0.006;1;1;0
DFS;6;0.003;1;1;0
A* (Manh);6;0.002;1;1;0
A* (Hamm);6;0.002;1;1;0
BFS;6;0.055;34;15;2
DFS;6;680.234;353115;353103;20
A* (Manh);6;0.065;7;3;2
A* (Hamm);6;0.025;7;3;2
BFS;6;0.056;31;13;2
DFS;6;641.396;337250;337236;20
A* (Manh);6;0.067;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.059;34;15;2
DFS;6;679.682;353115;353103;20
A* (Manh);6;0.065;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.061;34;15;2
DFS;6;684.519;353115;353103;20
A* (Manh);6;0.066;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.197;124;58;4
DFS;6;14.918;8290;8270;20
A* (Manh);6;0.099;13;5;4
A* (Hamm);6;0.043;13;5;4
BFS;6;0.588;373;181;6
DFS;6;63.3;34226;34210;20
A* (Manh);6;0.128;15;7;6
A* (Hamm);6;0.054;15;7;6
BFS;6;0.16;97;48;4
DFS;6;66.245;36497;36479;20
A* (Manh);6;0.097;12;5;4
A* (Hamm);6;0.041;12;5;4
BFS;6;0.006;1;1;0
DFS;6;0.003;1;1;0
A* (Manh);6;0.002;1;1;0
A* (Hamm);6;0.002;1;1;0
BFS;6;0.054;34;15;2
DFS;6;682.825;353115;353103;20
A* (Manh);6;0.064;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.052;31;13;2
DFS;6;646.249;337250;337236;20
A* (Manh);6;0.065;7;3;2
A* (Hamm);6;0.025;7;3;2
BFS;6;0.006;1;1;0
DFS;6;0.003;1;1;0
A* (Manh);6;0.002;1;1;0
A* (Hamm);6;0.002;1;1;0
BFS;6;0.282;109;51;4
DFS;6;607.976;298622;298611;20
A* (Manh);6;0.094;11;5;4
A* (Hamm);6;0.039;11;5;4
BFS;6;0.7;443;211;6
DFS;6;152.829;82870;82856;20
A* (Manh);6;0.124;15;7;6
A* (Hamm);6;0.053;15;7;6
BFS;6;0.528;333;162;6
DFS;6;675.44;350716;350703;20
A* (Manh);6;0.166;15;7;6
A* (Hamm);6;0.061;17;8;6
BFS;6;0.183;116;54;4
DFS;6;559.211;292427;292416;20
A* (Manh);6;0.093;11;5;4
A* (Hamm);6;0.04;11;5;4
BFS;6;0.195;124;58;4
DFS;6;14.572;8290;8270;20
A* (Manh);6;0.095;13;5;4
A* (Hamm);6;0.041;13;5;4
BFS;6;0.765;510;244;6
DFS;6;592.833;309708;309694;20
A* (Manh);6;0.123;15;7;6
A* (Hamm);6;0.053;15;7;6
BFS;6;0.164;103;48;4
DFS;6;450.673;235743;235730;20
A* (Manh);6;0.098;12;5;4
A* (Hamm);6;0.042;12;5;4
BFS;6;0.192;121;56;4
DFS;6;593.474;309713;309701;20
A* (Manh);6;0.079;9;5;4
A* (Hamm);6;0.034;9;5;4
BFS;6;0.006;1;1;0
DFS;6;0.003;1;1;0
A* (Manh);6;0.002;1;1;0
A* (Hamm);6;0.002;1;1;0
BFS;6;0.054;34;15;2
DFS;6;673.613;353115;353103;20
A* (Manh);6;0.062;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.696;440;209;6
DFS;6;153.664;82868;82853;20
A* (Manh);6;0.129;15;7;6
A* (Hamm);6;0.053;15;7;6
BFS;6;0.671;392;192;6
DFS;6;1682.505;856293;856281;20
A* (Manh);6;0.205;15;7;6
A* (Hamm);6;0.055;15;7;6
BFS;6;0.041;23;10;2
DFS;6;1707.089;870523;870515;20
A* (Manh);6;0.387;6;3;2
A* (Hamm);6;0.026;6;3;2
BFS;6;0.046;23;10;2
DFS;6;1711.963;870523;870515;20
A* (Manh);6;0.326;6;3;2
A* (Hamm);6;0.026;6;3;2
BFS;6;0.197;121;56;4
DFS;6;590.736;309713;309701;20
A* (Manh);6;0.083;9;5;4
A* (Hamm);6;0.033;9;5;4
BFS;6;0.17;108;49;4
DFS;6;126.063;68374;68360;20
A* (Manh);6;0.091;11;5;4
A* (Hamm);6;0.039;11;5;4
BFS;6;0.04;23;10;2
DFS;6;1259.861;652343;652332;20
A* (Manh);6;0.06;6;3;2
A* (Hamm);6;0.024;6;3;2
BFS;6;0.193;121;56;4
DFS;6;589.641;309713;309701;20
A* (Manh);6;0.079;9;5;4
A* (Hamm);6;0.034;9;5;4
BFS;6;0.152;96;44;4
DFS;6;660.036;337611;337598;20
A* (Manh);6;0.102;12;5;4
A* (Hamm);6;0.042;12;5;4
BFS;6;0.841;536;256;6
DFS;6;1231.224;641910;641898;20
A* (Manh);6;0.118;14;7;6
A* (Hamm);6;0.083;23;11;6
BFS;6;0.052;31;13;2
DFS;6;652.969;337250;337236;20
A* (Manh);6;0.063;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.052;31;13;2
DFS;6;646.064;337250;337236;20
A* (Manh);6;0.063;7;3;2
A* (Hamm);6;0.025;7;3;2
BFS;6;0.174;109;51;4
DFS;6;571.872;298622;298611;20
A* (Manh);6;0.172;11;5;4
A* (Hamm);6;0.041;11;5;4
BFS;6;0.006;1;1;0
DFS;6;0.003;1;1;0
A* (Manh);6;0.002;1;1;0
A* (Hamm);6;0.002;1;1;0
BFS;6;0.05;31;13;2
DFS;6;649.089;337250;337236;20
A* (Manh);6;0.098;7;3;2
A* (Hamm);6;0.027;7;3;2
BFS;6;0.042;23;10;2
DFS;6;1728.778;870523;870515;20
A* (Manh);6;0.366;6;3;2
A* (Hamm);6;0.026;6;3;2
BFS;6;0.196;121;56;4
DFS;6;596.439;309713;309701;20
A* (Manh);6;0.084;9;5;4
A* (Hamm);6;0.034;9;5;4
BFS;6;0.174;108;49;4
DFS;6;127.253;68374;68360;20
A* (Manh);6;0.094;11;5;4
A* (Hamm);6;0.04;11;5;4
BFS;6;0.052;31;13;2
DFS;6;667.381;337250;337236;20
A* (Manh);6;0.065;7;3;2
A* (Hamm);6;0.026;7;3;2
BFS;6;0.188;116;54;4
DFS;6;161.757;84707;84692;20
A* (Manh);6;0.15;11;5;4
A* (Hamm);6;0.043;11;5;4
BFS;6;0.165;97;48;4
DFS;6;68.391;36497;36479;20
A* (Manh);6;0.101;12;5;4
A* (Hamm);6;0.043;12;5;4
BFS;7;0.12;72;35;3
DFS;7;1375.262;689855;689841;20
A* (Manh);7;0.091;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.02;9;4;1
DFS;7;8921.678;4224796;4224796;20
A* (Manh);7;0.045;4;2;1
A* (Hamm);7;0.017;4;2;1
BFS;7;0.305;186;88;5
DFS;7;2796.648;1401178;1401175;20
A* (Manh);7;0.106;12;6;5
A* (Hamm);7;0.044;12;6;5
BFS;7;0.121;72;35;3
DFS;7;1414.034;689855;689841;20
A* (Manh);7;0.164;10;4;3
A* (Hamm);7;0.065;10;4;3
BFS;7;0.231;72;35;3
DFS;7;357.987;169889;169875;20
A* (Manh);7;0.084;9;4;3
A* (Hamm);7;0.033;9;4;3
BFS;7;0.02;9;4;1
DFS;7;8873.629;4216280;4216280;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.335;207;98;5
DFS;7;164.025;87602;87587;20
A* (Manh);7;0.231;16;6;5
A* (Hamm);7;0.055;16;6;5
BFS;7;0.102;63;30;3
DFS;7;284.185;150490;150475;20
A* (Manh);7;0.093;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.125;72;35;3
DFS;7;1367.925;689855;689841;20
A* (Manh);7;0.091;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.067;40;17;3
DFS;7;3357.836;1670674;1670665;20
A* (Manh);7;0.072;7;4;3
A* (Hamm);7;0.028;7;4;3
BFS;7;0.114;66;32;3
DFS;7;292.468;156007;155993;20
A* (Manh);7;0.141;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.019;9;4;1
DFS;7;8759.421;4216280;4216280;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.117;66;32;3
DFS;7;323.393;156007;155993;20
A* (Manh);7;0.087;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.314;196;93;5
DFS;7;1210.281;582224;582214;20
A* (Manh);7;0.112;12;6;5
A* (Hamm);7;0.045;12;6;5
BFS;7;0.019;9;4;1
DFS;7;8786.197;4216280;4216280;20
A* (Manh);7;0.044;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;1.457;818;396;7
DFS;7;1276.569;644110;644097;20
A* (Manh);7;0.161;17;8;7
A* (Hamm);7;0.061;17;8;7
BFS;7;0.121;72;35;3
DFS;7;1343.037;689855;689841;20
A* (Manh);7;0.094;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.065;40;17;3
DFS;7;3356.911;1670674;1670665;20
A* (Manh);7;0.075;7;4;3
A* (Hamm);7;0.029;7;4;3
BFS;7;0.02;9;4;1
DFS;7;8671.337;4216280;4216280;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.128;72;35;3
DFS;7;1360.915;689855;689841;20
A* (Manh);7;0.09;10;4;3
A* (Hamm);7;0.034;10;4;3
BFS;7;0.066;40;17;3
DFS;7;3449.357;1681834;1681827;20
A* (Manh);7;0.38;7;4;3
A* (Hamm);7;0.03;7;4;3
BFS;7;0.1;59;28;3
DFS;7;136.582;73949;73933;20
